'Frame (30fps)', 'hips', 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L'
393,-1929,-5.76,4.87,5.76,5.76,12.34,-28.23,48.15,-45.48,-6.96,-75.96,35.21,-13.04,-51.5,7.18,-68.49,33.84,-26.72,48.5,-21.78,-17.85,34.85,-16.99
394,-1966,-5.83,4.82,5.83,5.83,13.39,-28.13,47.49,-46.69,-2.91,-75.7,34.64,-12.82,-51.08,6.49,-68.74,31.14,-26.01,47.52,-21.5,-18.03,35.19,-17.16
395,-2008,-5.89,4.76,5.89,5.89,14.48,-28.05,46.8,-48.05,1.16,-75.42,34.07,-12.62,-50.68,5.74,-68.98,28.25,-25.33,46.57,-21.24,-18.22,35.56,-17.34
396,-2066,-5.94,4.7,5.94,5.94,15.61,-28.01,46.09,-49.51,5.25,-75.13,33.48,-12.42,-50.28,4.95,-69.22,25.18,-24.72,45.74,-21.02,-18.48,36.07,-17.59
397,-2127,-5.98,4.63,5.98,5.98,16.78,-27.99,45.37,-51.02,9.34,-74.82,32.89,-12.24,-49.9,4.13,-69.45,21.95,-24.15,44.98,-20.83,-18.76,36.61,-17.85
398,-2181,-6.01,4.57,6.01,6.01,17.98,-28.02,44.62,-52.57,13.44,-74.52,32.29,-12.06,-49.53,3.26,-69.68,18.57,-23.57,44.19,-20.62,-18.99,37.07,-18.08
399,-2218,-6.03,4.5,6.03,6.03,19.21,-28.1,43.86,-54.16,17.53,-74.2,31.69,-11.89,-49.18,2.36,-69.91,15.07,-22.98,43.34,-20.36,-19.16,37.39,-18.23
400,-2247,-6.03,4.43,6.03,6.03,20.48,-28.23,43.09,-55.78,21.6,-73.89,31.09,-11.73,-48.83,1.44,-70.13,11.45,-22.39,42.49,-20.1,-19.28,37.63,-18.35
401,-2276,-6.03,4.36,6.03,6.03,21.77,-28.4,42.3,-57.44,25.66,-73.59,30.5,-11.59,-48.5,0.49,-70.34,7.74,-21.86,41.71,-19.85,-19.41,37.88,-18.47
402,-2308,-6.03,4.28,6.03,6.03,23.09,-28.62,41.49,-59.11,29.69,-73.29,29.9,-11.45,-48.18,-0.47,-70.56,3.95,-21.39,41.04,-19.65,-19.55,38.15,-18.6
403,-2340,-6.03,4.21,6.03,6.03,24.44,-28.89,40.68,-60.81,33.69,-73,29.31,-11.31,-47.87,-1.45,-70.77,0.1,-21,40.48,-19.48,-19.69,38.42,-18.73
404,-2374,-6.02,4.13,6.02,6.02,25.82,-29.19,39.85,-62.52,37.65,-72.72,28.72,-11.19,-47.57,-2.43,-70.97,-3.8,-20.69,40.05,-19.36,-19.83,38.7,-18.87
405,-2414,-6.02,4.05,6.02,6.02,27.22,-29.53,39.01,-64.25,41.56,-72.47,28.15,-11.08,-47.29,-3.42,-71.17,-7.72,-20.49,39.8,-19.31,-20,39.02,-19.03
406,-2455,-6.01,3.97,6.01,6.01,28.63,-29.91,38.17,-65.98,45.41,-72.24,27.58,-10.97,-47.02,-4.42,-71.37,-11.65,-20.39,39.71,-19.32,-20.17,39.35,-19.19
407,-2483,-6.01,3.89,6.01,6.01,30.07,-30.32,37.31,-67.72,49.21,-72.03,27.02,-10.87,-46.76,-5.4,-71.56,-15.58,-20.34,39.68,-19.34,-20.29,39.59,-19.3
408,-2502,-6,3.81,6,6,31.53,-30.76,36.45,-69.45,52.94,-71.86,26.48,-10.78,-46.51,-6.38,-71.75,-19.48,-20.36,39.74,-19.38,-20.36,39.74,-19.37
409,-2519,-5.99,3.73,5.99,5.99,33,-31.23,35.58,-71.18,56.59,-71.71,25.95,-10.69,-46.28,-7.34,-71.94,-23.34,-20.44,39.88,-19.44,-20.43,39.88,-19.44
410,-2534,-5.98,3.64,5.98,5.98,34.49,-31.73,34.71,-72.91,60.16,-71.6,25.43,-10.62,-46.06,-8.29,-72.12,-27.15,-20.49,40,-19.5,-20.49,39.99,-19.5
411,-2543,-5.97,3.56,5.97,5.97,35.99,-32.25,33.83,-74.61,63.64,-71.54,24.94,-10.54,-45.85,-9.21,-72.3,-30.88,-20.53,40.07,-19.54,-20.53,40.07,-19.54
412,-2546,-5.96,3.48,5.96,5.96,37.5,-32.79,32.95,-76.3,67.03,-71.51,24.46,-10.48,-45.65,-10.11,-72.47,-34.52,-20.54,40.09,-19.55,-20.54,40.09,-19.55
413,-2539,-5.95,3.39,5.95,5.95,39.01,-33.35,32.07,-77.96,70.31,-71.56,24.01,-10.42,-45.47,-10.97,-72.64,-38.05,-20.52,40.04,-19.52,-20.52,40.04,-19.52
414,-2525,-5.94,3.31,5.94,5.94,40.54,-33.93,31.19,-79.6,73.48,-71.67,23.58,-10.37,-45.3,-11.8,-72.8,-41.46,-20.46,39.93,-19.47,-20.46,39.92,-19.47
415,-2507,-5.93,3.22,5.93,5.93,42.07,-34.52,30.31,-81.21,76.54,-71.86,23.17,-10.32,-45.14,-12.59,-72.97,-44.73,-20.38,39.78,-19.4,-20.38,39.78,-19.39
416,-2485,-5.91,3.14,5.91,5.91,43.61,-35.12,29.42,-82.78,79.48,-72.12,22.79,-10.28,-45,-13.34,-73.12,-47.84,-20.29,39.6,-19.31,-20.29,39.6,-19.31
417,-2460,-5.9,3.06,5.9,5.9,45.15,-35.74,28.55,-84.31,82.09,-72.43,22.44,-10.24,-44.87,-14.03,-73.28,-50.78,-20.19,39.4,-19.21,-20.19,39.39,-19.21
418,-2432,-5.88,2.97,5.88,5.88,46.69,-36.36,27.67,-85.79,84.24,-72.8,22.11,-10.21,-44.76,-14.67,-73.43,-53.52,-20.07,39.17,-19.1,-20.07,39.17,-19.1
419,-2402,-5.87,2.89,5.87,5.87,48.23,-36.98,26.8,-87.23,85.95,-73.21,21.82,-10.18,-44.65,-15.25,-73.58,-56.06,-19.95,38.93,-18.98,-19.95,38.93,-18.98
420,-2371,-5.85,2.81,5.85,5.85,49.77,-37.61,25.94,-88.61,87.29,-73.66,21.57,-10.16,-44.56,-15.77,-73.72,-58.37,-19.82,38.68,-18.86,-19.82,38.67,-18.86
421,-2340,-5.83,2.73,5.83,5.83,51.3,-38.23,25.09,-89.94,88.29,-74.15,21.34,-10.14,-44.49,-16.22,-73.86,-60.44,-19.69,38.42,-18.73,-19.68,38.41,-18.73
422,-2309,-5.82,2.65,5.82,5.82,52.82,-38.86,24.24,-91.2,89.01,-74.66,21.16,-10.13,-44.43,-16.6,-73.99,-62.25,-19.55,38.16,-18.61,-19.55,38.15,-18.6
423,-2269,-5.8,2.57,5.8,5.8,54.34,-39.48,23.4,-92.4,89.49,-75.19,21.01,-10.11,-44.38,-16.9,-74.13,-63.79,-19.38,37.83,-18.45,-19.38,37.82,-18.44
424,-2219,-5.78,2.49,5.78,5.78,55.85,-40.09,22.57,-93.53,89.79,-75.73,20.9,-10.11,-44.34,-17.13,-74.25,-65.03,-19.16,37.4,-18.24,-19.16,37.4,-18.24
425,-2165,-5.76,2.41,5.76,5.76,57.35,-40.7,21.75,-94.58,89.94,-76.28,20.84,-10.1,-44.32,-17.26,-74.38,-65.97,-18.93,36.94,-18.01,-18.92,36.94,-18.01
426,-2108,-5.74,2.34,5.74,5.74,58.83,-41.29,20.94,-95.55,89.99,-76.83,20.81,-10.1,-44.31,-17.31,-74.5,-66.57,-18.67,36.45,-17.77,-18.67,36.44,-17.77
427,-2048,-5.72,2.27,5.72,5.72,60.3,-41.87,20.15,-96.44,90,-77.38,20.81,-10.1,-44.31,-17.31,-74.61,-67.01,-18.4,35.92,-17.51,-18.4,35.91,-17.51
428,-1990,-5.69,2.2,5.69,5.69,61.75,-42.43,19.37,-97.24,89.98,-77.91,20.81,-10.1,-44.31,-17.31,-74.73,-67.44,-18.14,35.4,-17.26,-18.13,35.4,-17.26
429,-1940,-5.67,2.13,5.67,5.67,63.19,-42.97,18.61,-97.94,89.93,-78.43,20.81,-10.1,-44.31,-17.31,-74.84,-67.86,-17.91,34.95,-17.05,-17.9,34.95,-17.04
430,-1893,-5.65,2.06,5.65,5.65,64.6,-43.49,17.86,-98.55,89.84,-78.91,20.81,-10.1,-44.31,-17.31,-74.94,-68.27,-17.68,34.52,-16.84,-17.68,34.52,-16.83
431,-1836,-5.63,2,5.63,5.63,66,-43.99,17.14,-99.06,89.72,-79.37,20.81,-10.1,-44.31,-17.31,-75.05,-68.68,-17.41,33.99,-16.58,-17.41,33.99,-16.58
432,-1760,-5.6,1.94,5.6,5.6,67.37,-44.46,16.43,-99.47,89.57,-79.79,20.81,-10.1,-44.31,-17.31,-75.14,-69.07,-17.05,33.28,-16.23,-17.04,33.27,-16.23
433,-1674,-5.58,1.88,5.58,5.58,68.71,-44.9,15.74,-99.76,89.4,-80.17,20.81,-10.1,-44.31,-17.31,-75.24,-69.47,-16.62,32.45,-15.83,-16.62,32.45,-15.83
434,-1595,-5.55,1.82,5.55,5.55,70.03,-45.31,15.07,-99.94,89.2,-80.49,20.81,-10.1,-44.31,-17.31,-75.33,-69.85,-16.22,31.67,-15.45,-16.22,31.67,-15.45
435,-1534,-5.53,1.77,5.53,5.53,71.32,-45.69,14.42,-100,88.98,-80.76,20.81,-10.11,-44.31,-17.31,-75.42,-70.23,-15.9,31.05,-15.14,-15.9,31.04,-15.14
436,-1479,-5.5,1.71,5.5,5.5,72.58,-46.05,13.77,-100,88.74,-80.96,20.81,-10.11,-44.31,-17.31,-75.5,-70.6,-15.61,30.48,-14.87,-15.61,30.48,-14.87
437,-1416,-5.48,1.67,5.48,5.48,73.81,-46.4,13.08,-100,88.48,-81.11,20.81,-10.11,-44.31,-17.31,-75.58,-70.96,-15.28,29.83,-14.55,-15.28,29.82,-14.55
438,-1334,-5.45,1.62,5.45,5.45,75.01,-46.74,12.37,-99.99,88.21,-81.24,20.81,-10.11,-44.31,-17.31,-75.66,-71.32,-14.83,28.95,-14.12,-14.82,28.94,-14.12
439,-1245,-5.42,1.58,5.42,5.42,76.17,-47.07,11.64,-99.98,87.92,-81.35,20.81,-10.11,-44.31,-17.31,-75.73,-71.67,-14.32,27.95,-13.64,-14.31,27.95,-13.63
440,-1166,-5.4,1.54,5.4,5.4,77.29,-47.39,10.89,-99.95,87.62,-81.43,20.81,-10.11,-44.31,-17.31,-75.8,-72.02,-13.85,27.05,-13.19,-13.85,27.04,-13.19
441,-1111,-5.37,1.51,5.37,5.37,78.37,-47.69,10.13,-99.92,87.32,-81.5,20.81,-10.11,-44.31,-17.31,-75.87,-72.35,-13.52,26.39,-12.88,-13.52,26.39,-12.88
442,-1066,-5.34,1.47,5.34,5.34,79.42,-47.99,9.37,-99.87,87.01,-81.55,20.81,-10.11,-44.31,-17.31,-75.93,-72.69,-13.24,25.86,-12.62,-13.24,25.86,-12.61
443,-1013,-5.31,1.44,5.31,5.31,80.42,-48.27,8.6,-99.81,86.7,-81.59,20.81,-10.12,-44.31,-17.31,-75.99,-73.01,-12.91,25.2,-12.3,-12.9,25.2,-12.29
444,-936,-5.29,1.4,5.29,5.29,81.38,-48.54,7.84,-99.73,86.38,-81.61,20.81,-10.12,-44.31,-17.31,-76.05,-73.33,-12.41,24.22,-11.82,-12.4,24.22,-11.82
445,-851,-5.26,1.37,5.26,5.26,82.29,-48.8,7.08,-99.63,86.07,-81.62,20.81,-10.12,-44.31,-17.31,-76.1,-73.64,-11.82,23.09,-11.26,-11.82,23.08,-11.26
446,-779,-5.23,1.34,5.23,5.23,83.16,-49.04,6.34,-99.51,85.76,-81.63,20.81,-10.12,-44.31,-17.31,-76.15,-73.95,-11.31,22.09,-10.78,-11.31,22.09,-10.78
447,-732,-5.2,1.31,5.2,5.2,83.97,-49.27,5.61,-99.37,85.46,-81.64,20.81,-10.12,-44.31,-17.31,-76.19,-74.25,-10.96,21.41,-10.45,-10.96,21.41,-10.45
448,-700,-5.17,1.29,5.17,5.17,84.74,-49.49,4.91,-99.2,85.16,-81.64,20.81,-10.13,-44.31,-17.31,-76.23,-74.54,-10.72,20.93,-10.21,-10.71,20.92,-10.21
449,-674,-5.14,1.26,5.14,5.14,85.45,-49.69,4.24,-99,84.88,-81.64,20.81,-10.13,-44.31,-17.31,-76.27,-74.83,-10.52,20.55,-10.03,-10.52,20.54,-10.02
450,-652,-5.11,1.24,5.11,5.11,86.11,-49.88,3.6,-98.77,84.6,-81.64,20.81,-10.13,-44.31,-17.31,-76.31,-75.11,-10.35,20.21,-9.86,-10.34,20.2,-9.86
451,-633,-5.08,1.21,5.08,5.08,86.71,-50.05,2.99,-98.5,84.34,-81.65,20.81,-10.13,-44.31,-17.31,-76.34,-75.38,-10.19,19.9,-9.71,-10.19,19.9,-9.71
452,-615,-5.05,1.19,5.05,5.05,87.26,-50.2,2.43,-98.2,84.1,-81.66,20.81,-10.14,-44.31,-17.31,-76.37,-75.65,-10.05,19.62,-9.57,-10.04,19.62,-9.57
453,-599,-5.02,1.17,5.02,5.02,87.75,-50.34,1.92,-97.87,83.88,-81.69,20.81,-10.14,-44.31,-17.31,-76.39,-75.92,-9.91,19.35,-9.44,-9.91,19.35,-9.44
454,-582,-4.99,1.15,4.99,4.99,88.17,-50.46,1.46,-97.49,83.68,-81.72,20.81,-10.14,-44.31,-17.31,-76.41,-76.18,-9.77,19.09,-9.31,-9.77,19.08,-9.31
455,-566,-4.96,1.13,4.96,4.96,88.54,-50.57,1.06,-97.08,83.51,-81.77,20.81,-10.14,-44.31,-17.31,-76.43,-76.43,-9.63,18.81,-9.18,-9.63,18.81,-9.18
456,-548,-4.93,1.11,4.93,4.93,88.83,-50.65,0.72,-96.52,83.36,-81.84,20.81,-10.15,-44.31,-17.31,-76.45,-76.68,-9.48,18.52,-9.04,-9.48,18.51,-9.03
457,-532,-4.9,1.09,4.9,4.9,89.07,-50.72,0.44,-95.75,83.24,-81.92,20.81,-10.15,-44.31,-17.3,-76.46,-76.92,-9.34,18.24,-8.9,-9.34,18.24,-8.9
458,-522,-4.87,1.08,4.87,4.87,89.23,-50.77,0.24,-94.77,83.15,-82.02,20.81,-10.15,-44.31,-17.28,-76.46,-77.15,-9.25,18.07,-8.82,-9.25,18.07,-8.82
459,-516,-4.84,1.06,4.84,4.84,89.33,-50.8,0.12,-93.6,83.1,-82.15,20.81,-10.16,-44.31,-17.25,-76.47,-77.38,-9.2,17.97,-8.77,-9.2,17.96,-8.77
460,-517,-4.81,1.05,4.81,4.81,89.35,-50.81,0.07,-92.25,83.08,-82.3,20.81,-10.16,-44.31,-17.21,-76.47,-77.61,-9.2,17.97,-8.77,-9.2,17.97,-8.77
461,-536,-4.78,1.03,4.78,4.78,89.22,-50.8,0.15,-90.73,83.1,-82.48,20.81,-10.16,-44.31,-17.16,-76.47,-77.83,-9.37,18.3,-8.93,-9.37,18.3,-8.93
462,-582,-4.75,1.02,4.75,4.75,88.84,-50.78,0.39,-89.07,83.17,-82.69,20.81,-10.17,-44.31,-17.11,-76.46,-78.04,-9.77,19.08,-9.31,-9.77,19.08,-9.31
463,-647,-4.72,1,4.72,4.72,88.25,-50.74,0.76,-87.27,83.28,-82.92,20.81,-10.17,-44.31,-17.05,-76.46,-78.25,-10.3,20.12,-9.82,-10.3,20.12,-9.82
464,-717,-4.69,0.99,4.69,4.69,87.45,-50.69,1.27,-85.34,83.42,-83.17,20.81,-10.17,-44.31,-16.98,-76.44,-78.46,-10.85,21.19,-10.34,-10.85,21.19,-10.34
465,-782,-4.66,0.98,4.66,4.66,86.46,-50.63,1.9,-83.31,83.59,-83.44,20.81,-10.18,-44.31,-16.91,-76.43,-78.65,-11.33,22.13,-10.8,-11.33,22.12,-10.79
466,-851,-4.63,0.97,4.63,4.63,85.3,-50.56,2.63,-81.19,83.8,-83.73,20.81,-10.18,-44.31,-16.84,-76.41,-78.85,-11.83,23.1,-11.27,-11.83,23.09,-11.27
467,-944,-4.6,0.96,4.6,4.6,83.99,-50.47,3.47,-78.99,84.04,-84.04,20.81,-10.19,-44.31,-16.76,-76.39,-79.04,-12.46,24.33,-11.87,-12.46,24.33,-11.87
468,-1080,-4.57,0.95,4.57,4.57,82.55,-50.38,4.39,-76.72,84.29,-84.35,20.81,-10.19,-44.31,-16.69,-76.37,-79.22,-13.33,26.03,-12.7,-13.33,26.03,-12.7
469,-1240,-4.54,0.94,4.54,4.54,80.98,-50.28,5.39,-74.4,84.58,-84.68,20.81,-10.2,-44.31,-16.61,-76.34,-79.4,-14.29,27.89,-13.61,-14.28,27.89,-13.61
470,-1380,-4.51,0.93,4.51,4.51,79.31,-50.17,6.45,-72.04,84.88,-85.02,20.81,-10.2,-44.31,-16.54,-76.31,-79.58,-15.08,29.44,-14.36,-15.08,29.44,-14.36
471,-1476,-4.48,0.92,4.48,4.48,77.56,-50.06,7.57,-69.67,85.19,-85.36,20.81,-10.2,-44.31,-16.48,-76.27,-79.75,-15.6,30.46,-14.86,-15.6,30.45,-14.86
472,-1554,-4.45,0.91,4.45,4.45,75.74,-49.95,8.74,-67.28,85.52,-85.7,20.81,-10.21,-44.31,-16.41,-76.24,-79.91,-16.01,31.25,-15.24,-16.01,31.25,-15.24
473,-1646,-4.42,0.9,4.42,4.42,73.87,-49.83,9.93,-64.9,85.85,-86.05,20.81,-10.21,-44.31,-16.36,-76.2,-80.07,-16.48,32.17,-15.69,-16.48,32.17,-15.69
474,-1772,-4.39,0.89,4.39,4.39,71.97,-49.71,11.15,-62.53,86.2,-86.39,20.81,-10.22,-44.31,-16.31,-76.15,-80.23,-17.1,33.39,-16.29,-17.1,33.39,-16.28
475,-1913,-4.36,0.88,4.36,4.36,70.05,-49.58,12.38,-60.21,86.54,-86.74,20.81,-10.22,-44.31,-16.27,-76.11,-80.38,-17.78,34.7,-16.92,-17.78,34.7,-16.92
476,-2039,-4.34,0.87,4.34,4.34,68.13,-49.46,13.61,-57.93,86.89,-87.07,20.81,-10.23,-44.31,-16.24,-76.06,-80.53,-18.36,35.84,-17.48,-18.36,35.84,-17.48
477,-2135,-4.31,0.87,4.31,4.31,66.22,-49.34,14.83,-55.71,87.23,-87.4,20.81,-10.23,-44.31,-16.22,-76,-80.67,-18.79,36.68,-17.89,-18.79,36.68,-17.89
478,-2217,-4.28,0.86,4.28,4.28,64.35,-49.22,16.02,-53.56,87.56,-87.72,20.81,-10.24,-44.31,-16.21,-75.95,-80.81,-19.16,37.39,-18.23,-19.15,37.38,-18.23
479,-2305,-4.25,0.85,4.25,4.25,62.54,-49.11,17.19,-51.51,87.89,-88.03,20.81,-10.24,-44.31,-16.23,-75.89,-80.95,-19.54,38.13,-18.59,-19.53,38.12,-18.59
480,-2410,-4.23,0.84,4.23,4.23,60.79,-48.99,18.3,-49.56,88.21,-88.32,20.81,-10.25,-44.31,-16.26,-75.83,-81.08,-19.98,39,-19.02,-19.98,38.99,-19.01
481,-2522,-4.2,0.83,4.2,4.2,59.13,-48.89,19.37,-47.73,88.51,-88.59,20.81,-10.25,-44.31,-16.31,-75.76,-81.21,-20.45,39.9,-19.45,-20.44,39.89,-19.45
482,-2623,-4.17,0.82,4.17,4.17,57.57,-48.79,20.37,-46.04,88.79,-88.85,20.81,-10.26,-44.31,-16.39,-75.69,-81.33,-20.86,40.7,-19.84,-20.86,40.7,-19.84
483,-2705,-4.15,0.82,4.15,4.15,56.13,-48.7,21.29,-44.49,89.05,-89.08,20.81,-10.27,-44.31,-16.48,-75.62,-81.45,-21.19,41.34,-20.16,-21.18,41.34,-20.15
484,-2777,-4.12,0.81,4.12,4.12,54.82,-48.61,22.13,-43.1,89.28,-89.29,20.81,-10.27,-44.31,-16.58,-75.55,-81.57,-21.47,41.89,-20.42,-21.47,41.89,-20.42
485,-2850,-4.1,0.8,4.1,4.1,53.67,-48.54,22.86,-41.88,89.49,-89.48,20.81,-10.28,-44.31,-16.71,-75.47,-81.68,-21.75,42.44,-20.69,-21.75,42.44,-20.69
486,-2929,-4.07,0.79,4.07,4.07,52.69,-48.48,23.49,-40.86,89.66,-89.63,20.81,-10.28,-44.31,-16.84,-75.39,-81.78,-22.06,43.04,-20.98,-22.06,43.04,-20.98
487,-3009,-4.05,0.78,4.05,4.05,51.9,-48.43,24,-40.04,89.81,-89.76,20.81,-10.29,-44.31,-16.98,-75.31,-81.89,-22.36,43.63,-21.27,-22.36,43.63,-21.27
488,-3079,-4.03,0.77,4.03,4.03,51.32,-48.39,24.37,-39.43,89.91,-89.85,20.81,-10.29,-44.31,-17.14,-75.22,-81.99,-22.63,44.14,-21.52,-22.62,44.14,-21.52
489,-3143,-4,0.76,4,4,50.95,-48.37,24.61,-39.06,89.98,-89.91,20.81,-10.3,-44.31,-17.3,-75.14,-82.09,-22.86,44.6,-21.74,-22.86,44.6,-21.74
490,-3196,-3.98,0.75,3.98,3.98,50.83,-48.36,24.69,-38.93,90,-89.92,20.81,-10.31,-44.31,-17.47,-75.04,-82.18,-23.06,44.98,-21.92,-23.06,44.98,-21.92
491,-3219,-3.96,0.74,3.96,3.96,50.98,-48.37,24.65,-39.11,89.95,-89.88,20.81,-10.31,-44.31,-17.64,-74.95,-82.27,-23.14,45.15,-22.01,-23.14,45.15,-22
492,-3219,-3.94,0.72,3.94,3.94,51.43,-48.39,24.55,-39.65,89.8,-89.74,20.81,-10.32,-44.31,-17.82,-74.85,-82.36,-23.14,45.14,-22,-23.14,45.14,-22
493,-3211,-3.92,0.71,3.92,3.92,52.15,-48.44,24.38,-40.51,89.55,-89.52,20.81,-10.33,-44.31,-18,-74.75,-82.44,-23.11,45.09,-21.98,-23.11,45.09,-21.98
494,-3196,-3.9,0.7,3.9,3.9,53.11,-48.49,24.16,-41.66,89.23,-89.22,20.81,-10.33,-44.31,-18.17,-74.65,-82.52,-23.06,44.98,-21.93,-23.06,44.98,-21.92
495,-3173,-3.88,0.69,3.88,3.88,54.28,-48.57,23.89,-43.1,88.84,-88.85,20.81,-10.34,-44.31,-18.35,-74.54,-82.6,-22.97,44.82,-21.85,-22.97,44.82,-21.84
496,-3140,-3.86,0.67,3.86,3.86,55.65,-48.65,23.57,-44.78,88.38,-88.41,20.81,-10.35,-44.31,-18.52,-74.43,-82.67,-22.85,44.58,-21.73,-22.85,44.58,-21.73
497,-3097,-3.84,0.66,3.84,3.84,57.19,-48.75,23.21,-46.68,87.87,-87.92,20.81,-10.35,-44.31,-18.69,-74.32,-82.74,-22.69,44.27,-21.58,-22.69,44.27,-21.58
498,-3015,-3.82,0.64,3.82,3.82,58.86,-48.85,22.82,-48.78,87.31,-87.38,20.81,-10.36,-44.31,-18.85,-74.21,-82.81,-22.38,43.67,-21.29,-22.38,43.67,-21.29
499,-2894,-3.8,0.62,3.8,3.8,60.65,-48.96,22.39,-51.05,86.72,-86.8,20.81,-10.37,-44.31,-19.01,-74.09,-82.88,-21.92,42.78,-20.85,-21.92,42.77,-20.85
500,-2781,-3.79,0.61,3.79,3.79,62.53,-49.08,21.94,-53.47,86.1,-86.18,20.81,-10.38,-44.31,-19.15,-73.97,-82.94,-21.49,41.92,-20.44,-21.48,41.92,-20.44
501,-2698,-3.77,0.59,3.77,3.77,64.48,-49.21,21.47,-56,85.46,-85.53,20.81,-10.38,-44.31,-19.29,-73.85,-83,-21.16,41.29,-20.13,-21.16,41.28,-20.13
502,-2623,-3.76,0.57,3.76,3.76,66.46,-49.34,20.98,-58.64,84.81,-84.86,20.81,-10.39,-44.31,-19.41,-73.72,-83.06,-20.86,40.7,-19.84,-20.85,40.69,-19.84
503,-2530,-3.74,0.55,3.74,3.74,68.46,-49.48,20.48,-61.34,84.17,-84.17,20.81,-10.4,-44.31,-19.51,-73.59,-83.11,-20.48,39.97,-19.49,-20.48,39.96,-19.49
504,-2401,-3.73,0.53,3.73,3.73,70.44,-49.61,19.97,-64.09,83.53,-83.48,20.81,-10.41,-44.31,-19.6,-73.46,-83.16,-19.94,38.92,-18.98,-19.94,38.92,-18.98
505,-2254,-3.72,0.52,3.72,3.72,72.39,-49.75,19.47,-66.85,82.91,-82.78,20.81,-10.41,-44.31,-19.68,-73.33,-83.21,-19.32,37.7,-18.38,-19.32,37.7,-18.38
506,-2128,-3.71,0.5,3.71,3.71,74.28,-49.89,18.97,-69.61,82.32,-82.08,20.81,-10.42,-44.31,-19.73,-73.19,-83.26,-18.76,36.62,-17.86,-18.76,36.62,-17.86
507,-2045,-3.7,0.48,3.7,3.7,76.08,-50.02,18.48,-72.33,81.76,-81.4,20.81,-10.43,-44.31,-19.77,-73.05,-83.3,-18.39,35.9,-17.51,-18.39,35.89,-17.5
508,-1983,-3.69,0.46,3.69,3.69,77.76,-50.15,18,-75,81.25,-80.74,20.81,-10.44,-44.31,-19.78,-72.91,-83.34,-18.11,35.34,-17.23,-18.1,35.34,-17.23
509,-1912,-3.68,0.44,3.68,3.68,79.31,-50.28,17.55,-77.59,80.79,-80.1,20.81,-10.44,-44.31,-19.77,-72.76,-83.38,-17.77,34.69,-16.92,-17.77,34.69,-16.92
510,-1825,-3.67,0.42,3.67,3.67,80.69,-50.4,17.12,-80.06,80.39,-79.49,20.81,-10.45,-44.31,-19.76,-72.62,-83.42,-17.36,33.89,-16.53,-17.36,33.88,-16.53
511,-1734,-3.67,0.4,3.67,3.67,81.88,-50.52,16.73,-82.4,80.07,-78.92,20.81,-10.46,-44.31,-19.73,-72.47,-83.46,-16.92,33.03,-16.11,-16.92,33.03,-16.11
512,-1642,-3.67,0.38,3.67,3.67,82.85,-50.63,16.36,-84.58,79.83,-78.4,20.81,-10.47,-44.31,-19.69,-72.31,-83.49,-16.46,32.13,-15.67,-16.46,32.13,-15.67
513,-1548,-3.66,0.36,3.66,3.66,83.59,-50.72,16.04,-86.58,79.68,-77.93,20.81,-10.48,-44.31,-19.65,-72.16,-83.52,-15.98,31.19,-15.22,-15.98,31.19,-15.21
514,-1454,-3.66,0.34,3.66,3.66,84.05,-50.81,15.77,-88.36,79.63,-77.52,20.81,-10.49,-44.31,-19.59,-72,-83.55,-15.48,30.22,-14.74,-15.48,30.22,-14.74
515,-1360,-3.66,0.32,3.66,3.66,84.36,-50.89,15.53,-89.91,79.63,-77.16,20.81,-10.5,-44.31,-19.53,-71.84,-83.58,-14.97,29.22,-14.26,-14.97,29.22,-14.25
516,-1261,-3.65,0.3,3.65,3.65,84.64,-50.97,15.31,-91.26,79.66,-76.85,20.81,-10.5,-44.31,-19.47,-71.68,-83.6,-14.41,28.14,-13.73,-14.41,28.14,-13.73
517,-1161,-3.65,0.28,3.65,3.65,84.89,-51.05,15.11,-92.5,79.7,-76.58,20.81,-10.51,-44.31,-19.39,-71.51,-83.63,-13.82,26.99,-13.17,-13.82,26.99,-13.17
518,-1071,-3.65,0.26,3.65,3.65,85.1,-51.13,14.93,-93.61,79.75,-76.35,20.81,-10.52,-44.31,-19.31,-71.34,-83.65,-13.27,25.91,-12.64,-13.27,25.91,-12.64
519,-997,-3.65,0.24,3.65,3.65,85.29,-51.21,14.77,-94.62,79.81,-76.15,20.81,-10.53,-44.31,-19.23,-71.17,-83.67,-12.8,25,-12.2,-12.8,24.99,-12.19
520,-933,-3.65,0.22,3.65,3.65,85.46,-51.28,14.63,-95.51,79.88,-75.99,20.81,-10.54,-44.31,-19.14,-71,-83.69,-12.38,24.18,-11.8,-12.38,24.18,-11.8
521,-871,-3.65,0.21,3.65,3.65,85.6,-51.35,14.51,-96.31,79.96,-75.85,20.81,-10.55,-44.31,-19.04,-70.82,-83.71,-11.96,23.36,-11.4,-11.96,23.36,-11.4
522,-806,-3.65,0.19,3.65,3.65,85.72,-51.42,14.4,-97.01,80.04,-75.74,20.81,-10.56,-44.31,-18.95,-70.64,-83.72,-11.51,22.47,-10.96,-11.5,22.47,-10.96
